1.0013897529575,1.10527203712411,1.10680809220655,10.0470650823485,101.198596901788,1.10759521434874,-1,0.527026481198964,11.06,738.924747306886,701213.296699348,-1,0.0844771696949348
-1,2.21544310429369,2.60986336836187,6.76276783364961,50.4852814543805,2.95381809328372,-0.368875690607735,4.8655898203364,11.58,469.601675886222,375976.915730236,155451.181735087,0.499574623539412
1.2251509938047,1.98110183680128,2.4271488841854,1.68416611364836,3.03441860683066,2.89485714724122,0.29096685082873,1.15521512030253,2.44,436.980999536655,325521.661540874,134569.26758482,0.558135705924304
1.00558968231781,1.27024087398147,1.27734111693413,10.2087000054643,105.26656044169,1.28100499409246,-1,1.05772775318445,12.76,794.201019522643,768529.604505999,-1,0.00437679727279075
-1,1.92768406466989,2.27114444560587,12.9025851216255,181.066469908656,2.58310804826545,-0.34801,9.44568468106578,20.81,618.722896069091,549521.70960533,166703.687485207,0.269453976892404
1.22503147633814,1.86768634522309,2.28797456082522,2.68405916579492,7.64917622651281,2.6931874180495,0.290634285714285,1.87304503159262,3.82,567.975613335811,480080.142593153,157483.845248962,0.357178152441508
1.01023909393523,1.46647184226652,1.48148718521285,10.4056338385517,110.54750053855,1.48908904921993,-1,1.43328852142637,14.8,645.513328511896,572992.67026956,-1,0.245397090644356
-1,2.03552554684373,2.4301724776679,15.3289984887109,254.515044773182,2.78958000331223,-0.340104195804196,11.0488092511942,25.89,479.251944807177,380433.334255248,150750.907653786,0.494503569056831
1.22958350370864,1.93635119187287,2.38090548291344,3.34052283625895,11.9795504234689,2.78854290128543,0.285852447552448,2.29598351412422,4.83,427.940102364348,311841.193346584,128708.462134976,0.575355252232756
1.04691457048443,1.98336821913283,2.07641708724591,11.7500546974388,146.665566133972,2.13506649708605,-1,3.09690443408841,20.75,904.019375699687,930190.089026358,-1,-0.177481974852515
-1,2.48388554133624,3.0025158195583,19.1956140703583,406.731140109666,3.48541718029456,-0.266057792207792,13.4203172560188,35.81,768.285597852042,770589.719483766,180326.959616895,0.0298356978763181
1.24797672455981,2.51054540574806,3.13310223232415,4.76949494416182,25.9180233292946,3.70083776516266,0.288048701298701,3.06560834006455,8.65,743.614635971713,718075.29865533,165112.571823988,0.0785031169911283
1.09692673850709,2.06418133826934,2.26425570307498,13.4114225262705,193.601598126009,2.42124796052666,-1,4.60571445465169,22.73,902.563147885689,947355.435931695,-1,-0.181265700374261
-1,2.3236962818424,2.73506970156558,19.6440289345987,425.477363968805,3.10276931922287,-0.20777224435591,14.2822409306215,36.27,779.390316100862,791138.531274935,183689.266443134,0.0068591838940096
1.24314544437447,2.61845815773704,3.25512433007598,5.54393928425394,35.1165140899521,3.81004751551575,0.2845,3.55573882895837,9.66,688.90533250039,660587.808745851,185997.251598378,0.159198678431118
1.10679370368162,2.04934507321974,2.26820222371057,13.7609913194702,204.080569412971,2.448496668531,-1,4.96195729928565,22.88,902.393627147273,954834.28595096,-1,-0.179077019559377
-1,2.17828224247013,2.56989916802126,19.3756961425908,412.179459467577,2.9277419839164,-0.194688666666667,14.1157559063407,37.28,780.506761774842,778836.583533638,169645.778357389,0.00727957431383559
1.23947921337247,2.47948211569081,3.07326654232756,5.70099526439199,36.5869128166639,3.6178917936084,0.27593,3.74478883133964,10,652.273169228834,600550.034404036,175089.747108208,0.218746398274972
