,Time,A1,A2,A3
21069,6.500771367,9.74,-14.51,1.18
21070,6.501079914,8.28,-13.62,-0.34
21071,6.50138846,10.03,-11.01,-0.52
21072,6.501697007,10.29,-5.43,-0.26
21073,6.502005554,9.25,-3.94,-1.26
21074,6.502314101,9.54,-2.27,-2.16
21075,6.502622647,10.32,2.64,-1.29
21076,6.502931194,8.74,-1.09,0.06
21077,6.503239741,11.9,3.62,-0.43
21078,6.503548288,12.65,1.35,1.7
21079,6.503856834,5.95,-19.77,4.91
21080,6.504165381,10.38,-6.41,1.49
21081,6.504473928,13.02,5.29,0.37
21082,6.504782475,7.76,-16.12,4.6
21083,6.505091021,10.52,-16.41,2.04
21084,6.505399568,8.54,-11.67,-3.65
21085,6.505708115,7.67,-7.01,-3.62
21086,6.506016662,12.5,5.6,-2.3
21087,6.506325208,7.36,3.76,-5.09
21088,6.506633755,6.18,14.31,-7.33
21089,6.506942302,9.43,21.99,-4.37
21090,6.507250849,7.47,13.42,-1.03
21091,6.507559395,7.39,22.68,0.46
21092,6.507867942,7.41,22.04,1.15
21093,6.508176489,10.2,12.07,2.07
21094,6.508485035,13.22,15.17,5.4
21095,6.508793582,13.39,5.35,5.78
21096,6.509102129,15.55,-4.45,3.16
21097,6.509410676,13.02,-6.9,3.88
21098,6.509719222,10.61,-15.09,4.02
21099,6.510027769,11.09,-13.59,1.81
21100,6.510336316,8.94,-12.07,-0.03
21101,6.510644863,9.46,-12.59,-1.06
21102,6.510953409,10.12,-5.32,-0.55
21103,6.511261956,9.51,-4.11,-0.92
21104,6.511570503,9.23,-3.31,-2.53
21105,6.51187905,9.83,0.57,-2.04
21106,6.512187596,10.55,0.72,-0.29
21107,6.512496143,8.94,0.63,-0.57
21108,6.51280469,12.39,1.47,0.03
21109,6.513113237,12.53,-3.28,4.22
21110,6.513421783,6.9,-13.39,3.71
21111,6.51373033,10.43,-2.39,0.29
21112,6.514038877,12.19,2.7,3.33
21113,6.514347424,7.82,-27.65,4.17
21114,6.51465597,7.85,-22.56,-1.15
21115,6.514964517,9.86,4.71,-3.71
21116,6.515273064,10.06,-7.96,-3.19
21117,6.515581611,8.82,-3.42,-3.94
21118,6.515890157,8.51,20.87,-6.58
21119,6.516198704,6.7,16.21,-6.55
21120,6.516507251,6.73,15.75,-2.62
21121,6.516815798,9.2,25.32,0.06
21122,6.517124344,6.47,20.32,1.09
21123,6.517432891,8.62,16.93,1.78
21124,6.517741438,13.51,17.5,3.62
21125,6.518049985,12.42,9.25,6.06
21126,6.518358531,15.15,-0.6,4.63
21127,6.518667078,15.49,-6.09,3.1
21128,6.518975625,11.04,-11.81,4.25
21129,6.519284172,10.75,-16.15,3.05
21130,6.519592718,10.12,-13.65,0.66
21131,6.519901265,9.08,-11.9,-0.26
21132,6.520209812,9.6,-10.92,-0.66
21133,6.520518359,10.12,-3.05,-0.69
21134,6.520826905,9.37,-2.87,-1.38
21135,6.521135452,9.34,-2.5,-2.33
21136,6.521443999,10.66,4.37,-1.12
21137,6.521752546,8.62,-2.53,0.03
21138,6.522061092,11.21,2.36,-0.83
21139,6.522369639,12.53,1.93,1.93
21140,6.522678186,6.41,-20.84,4.94
21141,6.522986732,11.32,-3.28,1.52
21142,6.523295279,13.13,3.65,1.15
21143,6.523603826,6.29,-24.89,4.8
21144,6.523912373,10.15,-10.03,1.7
21145,6.524220919,10.06,-1.61,-3.62
21146,6.524529466,7.67,-12.1,-3.51
21147,6.524838013,11.32,5.26,-2.76
21148,6.52514656,8.45,11.35,-6.09
21149,6.525455106,6.04,13.8,-7.24
21150,6.525763653,8.02,20.89,-3.76
21151,6.5260722,8.36,18.08,-1.24
21152,6.526380747,6.81,21.67,0.49
21153,6.526689293,7.73,18.91,1.47
21154,6.52699784,11.7,14.37,2.56
21155,6.527306387,11.73,12.3,5.43
21156,6.527614934,14.37,1.15,5.2
21157,6.52792348,16.18,-3.91,3.82
21158,6.528232027,11.32,-9.4,4.11
21159,6.528540574,11.32,-16.01,3.48
21160,6.528849121,10.46,-13.22,2.21
21161,6.529157667,9.02,-12.27,-0.17
21162,6.529466214,10.55,-10.06,-0.89
21163,6.529774761,9.17,-5.26,-0.34
21164,6.530083308,10.17,-3.13,-1.75
21165,6.530391854,9.23,-1.26,-2.27
21166,6.530700401,9.28,0.23,-1.84
21167,6.531008948,11.01,1.58,-0.75
21168,6.531317495,8.45,0.63,-0.6
21169,6.531626041,12.56,0.32,-0.11
21170,6.531934588,12.42,-3.42,4.25
21171,6.532243135,7.13,-12.01,3.62
21172,6.532551682,9.92,-5.92,0.8
21173,6.532860228,10.4,-3.51,4.17
21174,6.533168775,9.54,-22.33,3.68
21175,6.533477322,8.51,-19.2,-1.29
21176,6.533785869,9.37,1.55,-3.51
21177,6.534094415,11.61,-2.85,-3.62
21178,6.534402962,6.52,-1.03,-4.43
21179,6.534711509,7.64,21.38,-7.33
21180,6.535020056,9.11,20.12,-6.04
21181,6.535328602,5.52,12.99,-1.9
21182,6.535637149,8.91,26.3,-0.49
21183,6.535945696,7.56,22.82,1.47
21184,6.536254243,8.05,11.9,2.41
21185,6.536562789,13.91,18.85,3.79
21186,6.536871336,12.96,9.43,6.12
21187,6.537179883,15.26,-6.38,4.25
21188,6.53748843,14.92,-5.55,3.51
21189,6.537796976,10.38,-13.39,4.22
21190,6.538105523,11.24,-17.76,2.27
21191,6.53841407,9.43,-11.7,0.98
21192,6.538722616,9.02,-12.99,-0.4
21193,6.539031163,10.89,-7.67,-0.95
21194,6.53933971,9.46,-1.47,-0.32
21195,6.539648257,9.43,-3.88,-1.61
21196,6.539956803,9.97,0.66,-2.13
21197,6.54026535,9.83,2.36,-0.69
21198,6.540573897,9.05,-2.47,-0.37
21199,6.540882444,11.18,3.79,-0.8
21200,6.54119099,11.52,-3.08,1.93
21201,6.541499537,7.33,-18.65,4.34
21202,6.541808084,11.67,-1.21,1.84
21203,6.542116631,12.73,-2.16,2.27
21204,6.542425177,6.78,-28.97,4.31
21205,6.542733724,9.63,-13.77,0.63
21206,6.543042271,10.0,0.03,-2.79
21207,6.543350818,8.08,-8.05,-2.99
21208,6.543659364,10.61,3.99,-4.08
21209,6.543967911,8.25,14.03,-6.52
21210,6.544276458,6.44,15.58,-6.7
21211,6.544585005,8.36,19.4,-3.51
21212,6.544893551,7.56,20.2,-1.21
21213,6.545202098,6.18,20.92,0.26
21214,6.545510645,9.0,17.56,1.95
21215,6.545819192,11.78,14.26,3.31
21216,6.546127738,11.9,10.78,5.09
21217,6.546436285,15.15,0.14,5.32
21218,6.546744832,15.35,-7.85,4.11
21219,6.547053379,11.38,-10.46,3.97
21220,6.547361925,10.92,-14.54,3.54
21221,6.547670472,9.92,-15.0,1.44
21222,6.547979019,9.86,-10.12,-0.23
21223,6.548287566,10.09,-8.97,-0.46
21224,6.548596112,9.54,-5.0,-1.12
21225,6.548904659,10.38,-0.23,-1.67
21226,6.549213206,8.62,-2.47,-1.93
21227,6.549521753,10.17,1.49,-1.9
21228,6.549830299,10.2,1.06,-0.46
21229,6.550138846,8.42,-1.98,-0.83
21230,6.550447393,13.51,3.54,0.06
21231,6.55075594,11.24,-6.67,4.28
21232,6.551064486,8.08,-10.92,3.22
21233,6.551373033,10.66,-3.82,1.61
21234,6.55168158,8.62,-18.22,4.28
21235,6.551990127,9.2,-20.81,2.9
21236,6.552298673,9.74,-8.13,-1.32
21237,6.55260722,9.83,-7.47,-3.33
21238,6.552915767,10.63,-1.64,-3.74
21239,6.553224313,7.3,8.65,-5.58
21240,6.55353286,7.53,16.67,-7.56
21241,6.553841407,7.27,19.8,-4.74
21242,6.554149954,7.16,19.14,-1.93
21243,6.5544585,8.13,23.71,-0.66
21244,6.554767047,6.61,19.54,1.78
21245,6.555075594,11.15,15.43,2.73
21246,6.555384141,12.44,16.81,4.43
21247,6.555692687,12.73,3.91,5.32
21248,6.556001234,17.33,-5.29,4.05
21249,6.556309781,12.7,-7.82,4.45
21250,6.556618328,10.72,-15.52,3.62
21251,6.556926874,11.5,-15.52,2.18
21252,6.557235421,8.16,-12.93,0.95
21253,6.557543968,10.66,-10.72,-0.75
21254,6.557852515,10.46,-5.92,-0.34
21255,6.558161061,8.94,-2.93,-0.98
21256,6.558469608,10.38,-0.52,-2.07
21257,6.558778155,9.08,0.32,-1.32
21258,6.559086702,9.77,0.34,-0.83
21259,6.559395248,9.63,-0.23,-0.6
21260,6.559703795,10.46,1.35,-0.69
21261,6.560012342,11.47,-4.22,2.13
21262,6.560320889,9.02,-13.59,4.34
21263,6.560629435,10.58,-5.49,2.24
21264,6.560937982,9.71,-10.98,2.96
21265,6.561246529,8.79,-24.86,3.42
21266,6.561555076,11.12,-9.89,0.29
21267,6.561863622,8.74,-3.88,-2.04
21268,6.562172169,9.74,-5.58,-3.91
21269,6.562480716,9.31,8.36,-4.94
21270,6.562789263,6.35,13.85,-6.55
21271,6.563097809,9.2,17.27,-6.5
21272,6.563406356,7.21,20.29,-2.76
21273,6.563714903,6.09,19.6,-1.35
21274,6.56402345,8.56,22.47,0.37
21275,6.564331996,8.39,15.69,2.93
21276,6.564640543,11.78,12.79,3.36
21277,6.56494909,12.93,11.64,5.14
21278,6.565257637,14.31,-4.11,5.12
21279,6.565566183,15.89,-8.33,3.91
21280,6.56587473,10.58,-10.2,4.54
21281,6.566183277,10.32,-17.96,2.62
21282,6.566491824,11.01,-11.98,0.89
21283,6.56680037,8.77,-11.04,0.55
21284,6.567108917,10.81,-9.31,-1.03
21285,6.567417464,10.23,-0.43,-1.15
21286,6.56772601,8.94,-3.13,-1.35
21287,6.568034557,9.92,-0.46,-2.24
21288,6.568343104,10.06,3.45,-1.32
21289,6.568651651,9.2,-2.21,-0.78
21290,6.568960197,9.57,0.89,-1.15
21291,6.569268744,12.79,1.61,0.8
21292,6.569577291,11.06,-8.45,3.62
21293,6.569885838,8.33,-9.23,3.31
21294,6.570194384,10.81,-6.73,2.96
21295,6.570502931,9.89,-18.71,3.97
21296,6.570811478,7.59,-22.62,1.81
21297,6.571120025,9.94,-5.95,-1.21
21298,6.571428571,10.86,-2.24,-2.56
21299,6.571737118,7.9,-4.91,-4.89
21300,6.572045665,8.42,12.65,-6.98
21301,6.572354212,8.68,19.46,-6.47
21302,6.572662758,6.12,13.85,-4.51
21303,6.572971305,7.79,24.14,-2.36
21304,6.573279852,7.01,24.72,-0.2
21305,6.573588399,7.64,15.29,1.98
21306,6.573896945,12.33,17.91,3.85
21307,6.574205492,11.12,13.39,4.45
21308,6.574514039,14.17,3.25,4.74
21309,6.574822586,16.87,-5.09,5.12
21310,6.575131132,12.07,-12.3,4.11
21311,6.575439679,11.15,-12.9,3.25
21312,6.575748226,10.29,-15.84,1.95
21313,6.576056773,9.69,-12.67,0.0
21314,6.576365319,10.23,-8.02,0.0
21315,6.576673866,9.11,-8.05,-0.69
21316,6.576982413,10.32,-0.14,-1.84
21317,6.57729096,9.51,-1.29,-1.18
21318,6.577599506,9.54,-0.55,-1.38
21319,6.577908053,10.23,3.33,-0.95
21320,6.5782166,8.74,-3.76,-0.6
21321,6.578525147,11.09,2.24,-0.66
21322,6.578833693,10.86,-3.82,2.56
21323,6.57914224,10.78,-12.59,3.94
21324,6.579450787,10.98,-5.29,2.82
21325,6.579759334,6.38,-23.31,3.39
21326,6.58006788,10.29,-20.09,2.53
21327,6.580376427,11.93,0.09,0.37
21328,6.580684974,7.73,-12.01,-2.1
21329,6.580993521,10.92,-0.83,-4.14
21330,6.581302067,8.25,14.17,-5.52
21331,6.581610614,6.27,10.2,-7.36
21332,6.581919161,9.54,21.1,-5.23
21333,6.582227708,6.35,19.77,-2.5
21334,6.582536254,6.81,19.4,-2.07
21335,6.582844801,8.25,23.14,1.15
21336,6.583153348,9.14,11.64,3.08
21337,6.583461894,12.3,14.54,3.94
21338,6.583770441,12.16,8.65,5.12
21339,6.584078988,15.84,-6.73,4.11
21340,6.584387535,14.6,-6.32,5.26
21341,6.584696081,9.89,-15.03,4.45
21342,6.585004628,11.96,-15.81,1.49
21343,6.585313175,9.08,-10.38,1.7
21344,6.585621722,9.66,-13.34,-0.06
21345,6.585930268,12.01,-4.22,-1.15
21346,6.586238815,8.08,-2.07,-0.89
21347,6.586547362,10.38,-2.07,-2.5
21348,6.586855909,10.0,3.02,-1.61
21349,6.587164455,8.42,-1.9,-0.86
21350,6.587473002,11.12,1.26,-1.49
21351,6.587781549,9.28,1.15,-0.69
21352,6.588090096,11.41,-3.91,1.06
21353,6.588398642,12.47,-2.93,3.45
21354,6.588707189,7.82,-11.38,3.68
21355,6.589015736,9.05,-14.05,3.31
21356,6.589324283,10.43,-15.92,3.25
21357,6.589632829,9.23,-20.29,1.26
21358,6.589941376,9.97,-6.96,-0.32
21359,6.590249923,10.32,-2.1,-3.22
21360,6.59055847,8.42,-0.69,-6.18
21361,6.590867016,7.07,14.6,-6.12
21362,6.591175563,8.97,17.5,-6.24
21363,6.59148411,7.9,17.82,-4.54
21364,6.591792657,5.6,23.39,-1.84
21365,6.592101203,7.53,21.58,-0.43
21366,6.59240975,8.82,18.68,2.73
21367,6.592718297,10.69,14.89,3.91
21368,6.593026844,12.99,12.53,3.91
21369,6.59333539,14.17,3.42,5.43
21370,6.593643937,16.21,-9.69,4.48
21371,6.593952484,12.85,-10.23,4.31
21372,6.594261031,9.17,-15.32,3.62
21373,6.594569577,11.21,-16.7,0.6
21374,6.594878124,9.71,-9.6,0.98
21375,6.595186671,9.25,-11.52,0.03
21376,6.595495218,11.67,-3.13,-1.84
21377,6.595803764,8.79,1.21,-0.75
21378,6.596112311,9.08,-3.97,-1.61
21379,6.596420858,11.12,4.08,-1.49
21380,6.596729405,8.25,-0.49,-0.34
21381,6.597037951,10.03,-2.64,-1.24
21382,6.597346498,11.44,4.63,0.2
21383,6.597655045,9.43,-10.52,2.44
21384,6.597963591,12.33,-9.77,3.54
21385,6.598272138,11.06,-3.97,4.22
21386,6.598580685,6.7,-25.61,2.82
21387,6.598889232,8.77,-17.96,1.35
21388,6.599197778,11.5,1.01,0.26
21389,6.599506325,9.94,-9.08,-1.7
21390,6.599814872,7.53,-1.84,-4.57
21391,6.600123419,9.48,14.97,-7.39
21392,6.600431965,8.71,12.39,-6.27
21393,6.600740512,6.01,16.12,-3.99
21394,6.601049059,8.79,25.52,-3.54
21395,6.601357606,5.95,19.8,-1.26
21396,6.601666152,6.55,15.52,1.44
21397,6.601974699,13.02,20.41,3.65
21398,6.602283246,9.66,10.55,4.71
21399,6.602591793,12.82,1.93,3.48
21400,6.602900339,17.59,1.7,4.94
21401,6.603208886,11.84,-12.65,5.66
21402,6.603517433,11.78,-15.2,2.93
21403,6.60382598,10.52,-11.73,2.1
21404,6.604134526,8.82,-15.95,0.78
21405,6.604443073,11.9,-6.84,-0.06
21406,6.60475162,9.05,-5.46,-0.17
21407,6.605060167,9.51,-4.66,-2.41
21408,6.605368713,10.89,2.82,-1.72
21409,6.60567726,8.19,-2.1,-0.83
21410,6.605985807,10.4,1.18,-1.72
21411,6.606294354,9.92,1.93,-0.98
21412,6.6066029,8.97,-3.97,-0.63
21413,6.606911447,12.5,0.6,1.38
21414,6.607219994,12.01,-4.2,3.62
21415,6.607528541,8.13,-13.68,3.45
21416,6.607837087,7.44,-15.55,3.82
21417,6.608145634,11.78,-15.4,2.79
21418,6.608454181,10.0,-14.54,1.18
21419,6.608762728,7.7,-11.84,-0.69
21420,6.609071274,12.96,-1.72,-4.02
21421,6.609379821,7.1,6.06,-5.58
21422,6.609688368,5.4,12.13,-7.07
21423,6.609996915,12.24,20.0,-6.35
21424,6.610305461,4.89,17.56,-3.02
21425,6.610614008,6.09,22.1,-2.44
21426,6.610922555,10.26,26.24,0.17
21427,6.611231102,5.72,13.51,3.36
21428,6.611539648,12.56,16.35,3.56
21429,6.611848195,13.59,14.57,4.91
21430,6.612156742,12.96,-4.91,4.43
21431,6.612465288,17.7,-5.63,4.57
21432,6.612773835,10.84,-12.39,5.26
21433,6.613082382,10.15,-19.03,1.72
21434,6.613390929,11.44,-10.38,1.29
21435,6.613699475,7.85,-14.94,1.15
21436,6.614008022,11.98,-7.44,-1.49
21437,6.614316569,9.83,-0.49,-0.6
21438,6.614625116,7.99,-6.18,-1.44
21439,6.614933662,11.78,4.2,-2.16
21440,6.615242209,8.54,0.86,-0.29
21441,6.615550756,9.17,-2.73,-1.26
21442,6.615859303,11.21,4.63,-0.89
21443,6.616167849,9.25,-4.71,0.8
21444,6.616476396,11.64,-4.94,1.72
21445,6.616784943,11.58,-5.98,4.11
21446,6.61709349,8.59,-19.08,4.43
21447,6.617402036,7.67,-20.03,2.36
21448,6.617710583,9.51,-14.31,0.92
21449,6.61801913,12.33,-6.96,0.92
21450,6.618327677,8.97,-6.12,-1.35
21451,6.618636223,8.48,0.2,-6.47
21452,6.61894477,9.66,15.03,-6.67
21453,6.619253317,5.83,13.34,-5.03
21454,6.619561864,9.11,19.92,-5.46
21455,6.61987041,7.96,26.24,-2.85
21456,6.620178957,3.71,15.23,-0.89
21457,6.620487504,10.46,22.1,1.29
21458,6.620796051,10.43,18.45,4.57
21459,6.621104597,10.12,5.37,3.45
21460,6.621413144,15.66,9.14,4.14
21461,6.621721691,14.71,-6.98,5.66
21462,6.622030238,13.71,-14.63,4.43
21463,6.622338784,10.32,-10.75,4.11
21464,6.622647331,9.08,-20.03,1.15
21465,6.622955878,11.84,-9.08,0.4
21466,6.623264425,8.97,-8.08,1.44
21467,6.623572971,10.58,-9.54,-2.33
21468,6.623881518,10.75,4.86,-1.98
21469,6.624190065,7.82,-3.65,-0.63
21470,6.624498612,11.24,0.83,-2.13
21471,6.624807158,9.34,5.14,-0.8
21472,6.625115705,8.79,-5.86,-1.24
21473,6.625424252,11.67,3.79,-0.55
21474,6.625732799,10.35,-2.96,2.18
21475,6.626041345,12.47,-7.76,2.7
21476,6.626349892,9.46,-6.27,4.48
21477,6.626658439,6.87,-25.75,3.97
21478,6.626966986,11.06,-15.2,1.64
21479,6.627275532,8.91,-6.15,0.95
21480,6.627584079,10.17,-15.75,-1.03
21481,6.627892626,10.52,0.11,-3.31
21482,6.628201172,6.32,7.93,-6.98
21483,6.628509719,9.74,10.03,-7.87
21484,6.628818266,7.47,18.97,-3.97
21485,6.629126813,6.12,20.12,-3.79
21486,6.629435359,8.94,24.08,-2.7
21487,6.629743906,5.06,18.45,1.26
21488,6.630052453,10.4,17.79,3.13
21489,6.630361,12.82,19.26,5.03
21490,6.630669546,9.94,3.74,3.76
21491,6.630978093,17.13,3.39,3.79
21492,6.63128664,15.09,-5.75,6.64
21493,6.631595187,10.95,-20.18,3.48
21494,6.631903733,11.52,-10.2,1.75
21495,6.63221228,8.28,-15.89,1.84
21496,6.632520827,11.38,-13.19,-0.4
21497,6.632829374,10.58,-2.47,0.26
21498,6.63313792,7.9,-9.2,-1.47
21499,6.633446467,11.32,2.16,-2.59
21500,6.633755014,9.08,1.78,-0.03
21501,6.634063561,9.0,-4.2,-1.32
21502,6.634372107,10.66,5.06,-1.49
21503,6.634680654,9.02,-3.85,-0.14
21504,6.634989201,10.72,-2.04,0.4
21505,6.635297748,12.36,-0.26,2.9
21506,6.635606294,11.64,-13.05,3.97
21507,6.635914841,7.82,-15.06,3.82
21508,6.636223388,7.53,-23.62,2.5
21509,6.636531935,11.55,-14.14,1.06
21510,6.636840481,9.28,-0.43,0.69
21511,6.637149028,9.66,-10.29,-3.28
21512,6.637457575,9.86,4.74,-5.66
21513,6.637766122,6.09,16.35,-5.86
21514,6.638074668,9.92,11.32,-7.1
21515,6.638383215,7.67,22.5,-3.94
21516,6.638691762,4.28,21.44,-2.27
21517,6.639000309,9.48,20.38,-1.44
21518,6.639308855,7.39,20.38,2.87
21519,6.639617402,9.97,11.29,3.19
21520,6.639925949,13.88,14.05,4.28
21521,6.640234496,12.04,0.95,5.23
21522,6.640543042,17.36,-8.48,3.65
21523,6.640851589,12.33,-7.13,6.12
21524,6.641160136,8.28,-20.09,3.39
21525,6.641468683,13.85,-11.32,0.09
21526,6.641777229,7.87,-10.69,2.5
21527,6.642085776,10.0,-14.31,-0.95
21528,6.642394323,12.67,3.13,-1.95
21529,6.642702869,6.18,-5.58,-0.52
21530,6.643011416,11.67,-0.66,-3.05
21531,6.643319963,10.29,6.98,-0.95
21532,6.64362851,6.96,-7.82,-0.83
21533,6.643937056,12.44,4.89,-2.01
21534,6.644245603,9.4,0.06,0.89
21535,6.64455415,11.06,-7.39,1.15
21536,6.644862697,12.27,-0.29,3.36
21537,6.645171243,7.07,-20.95,5.58
21538,6.64547979,9.92,-14.0,2.82
21539,6.645788337,9.71,-8.91,1.18
21540,6.646096884,10.06,-23.85,0.95
21541,6.64640543,11.32,-1.49,0.03
21542,6.646713977,7.27,3.1,-5.14
21543,6.647022524,8.65,0.29,-8.42
21544,6.647331071,7.96,18.54,-4.54
21545,6.647639617,8.45,17.36,-4.86
21546,6.647948164,8.77,21.1,-4.83
21547,6.648256711,3.28,22.59,-0.83
21548,6.648565258,9.46,18.97,0.72
21549,6.648873804,10.95,22.13,4.34
21550,6.649182351,8.1,9.28,4.14
21551,6.649490898,16.38,10.03,2.73
21552,6.649799445,14.54,2.44,6.32
21553,6.650107991,13.68,-16.96,4.48
21554,6.650416538,13.88,-7.87,3.54
21555,6.650725085,6.64,-17.07,3.1
21556,6.651033632,12.21,-17.16,-0.66
21557,6.651342178,11.24,-3.36,1.67
21558,6.651650725,6.78,-14.8,-0.2
21559,6.651959272,12.93,0.69,-3.42
21560,6.652267819,8.33,2.99,0.11
21561,6.652576365,8.74,-7.67,-1.35
21562,6.652884912,11.93,8.08,-1.72
21563,6.653193459,7.33,-3.88,-0.26
21564,6.653502006,11.21,-1.93,-1.12
21565,6.653810552,10.72,5.06,1.52
21566,6.654119099,11.29,-12.1,2.41
21567,6.654427646,13.34,-4.51,3.88
21568,6.654736193,5.37,-20.95,5.06
21569,6.655044739,8.25,-28.63,1.32
21570,6.655353286,11.44,2.27,0.86
21571,6.655661833,9.66,-9.2,0.11
21572,6.65597038,11.04,-11.18,-2.9
21573,6.656278926,6.38,12.01,-5.58
21574,6.656587473,9.57,10.06,-8.42
21575,6.65689602,9.17,14.77,-4.89
21576,6.657204566,3.85,21.3,-2.96
21577,6.657513113,10.46,23.14,-4.17
21578,6.65782166,5.69,20.15,0.52
21579,6.658130207,6.81,13.71,2.41
21580,6.658438753,15.15,21.04,4.11
21581,6.6587473,8.08,7.04,5.46
21582,6.659055847,15.52,-1.84,2.21
21583,6.659364394,17.73,2.07,6.09
21584,6.65967294,8.16,-19.69,6.15
21585,6.659981487,14.43,-12.99,0.6
21586,6.660290034,9.05,-9.94,2.59
21587,6.660598581,7.39,-21.44,0.52
21588,6.660907127,14.92,1.44,-1.18
21589,6.661215674,6.38,-6.27,0.14
21590,6.661524221,9.8,-6.73,-3.42
21591,6.661832768,12.59,10.63,-1.41
21592,6.662141314,5.37,-9.31,-0.11
21593,6.662449861,12.16,3.02,-2.62
21594,6.662758408,10.89,6.64,-0.26
21595,6.663066955,7.27,-12.39,0.03
21596,6.663375501,14.26,5.66,1.55
21597,6.663684048,11.81,-5.83,4.94
21598,6.663992595,7.21,-21.12,3.94
21599,6.664301142,8.22,-12.24,2.53
21600,6.664609688,10.84,-19.92,1.78
21601,6.664918235,10.26,-10.63,1.75
21602,6.665226782,8.48,-4.91,-1.93
21603,6.665535329,10.95,-4.22,-6.84
21604,6.665843875,6.44,13.59,-5.12
21605,6.666152422,7.56,12.53,-6.15
21606,6.666460969,11.7,17.47,-6.41
21607,6.666769516,2.39,24.63,-2.07
21608,6.667078062,7.56,19.57,-2.07
21609,6.667386609,11.38,24.11,1.87
21610,6.667695156,4.97,13.51,4.66
21611,6.668003703,14.66,13.85,2.44
21612,6.668312249,14.17,13.13,5.63
21613,6.668620796,13.02,-10.72,4.71
21614,6.668929343,17.79,-5.37,4.28
21615,6.66923789,7.82,-14.05,5.46
21616,6.669546436,11.24,-22.07,-0.34
21617,6.669854983,12.3,-4.8,1.72
21618,6.67016353,5.66,-17.36,1.81
21619,6.670472077,14.03,-4.45,-3.74
21620,6.670780623,9.05,4.31,0.03
21621,6.67108917,6.75,-11.47,-1.09
21622,6.671397717,13.91,8.56,-2.64
21623,6.671706264,6.78,-0.09,0.46
21624,6.67201481,9.66,-5.75,-1.93
21625,6.672323357,12.33,8.88,0.11
21626,6.672631904,7.99,-10.0,1.72
21627,6.67294045,13.19,-4.89,1.7
21628,6.673248997,10.43,-8.51,6.06
21629,6.673557544,7.67,-28.4,3.74
21630,6.673866091,8.91,-12.04,0.46
21631,6.674174637,9.86,-8.48,0.78
21632,6.674483184,13.34,-9.48,0.2
21633,6.674791731,5.49,0.23,-2.59
