,Time,A1,A2,A3
21142,6.523295279,9.71,-14.69,-0.92
21143,6.523603826,10.03,-9.51,0.0
21144,6.523912373,8.94,-11.78,-0.57
21145,6.524220919,8.79,-9.77,-3.02
21146,6.524529466,9.63,-4.22,-3.02
21147,6.524838013,9.4,-5.55,-0.8
21148,6.52514656,9.34,-1.78,-0.57
21149,6.525455106,12.24,3.22,0.69
21150,6.525763653,11.44,-4.48,4.25
21151,6.5260722,8.31,-11.98,3.36
21152,6.526380747,12.21,3.76,0.46
21153,6.526689293,11.96,8.97,2.7
21154,6.52699784,6.52,-21.73,4.02
21155,6.527306387,8.62,-25.26,-0.86
21156,6.527614934,10.17,-3.79,-4.37
21157,6.52792348,7.9,-10.35,-3.31
21158,6.528232027,9.63,-8.39,-4.11
21159,6.528540574,9.54,11.87,-6.98
21160,6.528849121,5.09,15.75,-6.73
21161,6.529157667,7.3,16.76,-3.13
21162,6.529466214,10.92,21.21,0.49
21163,6.529774761,5.98,22.76,1.52
21164,6.530083308,6.27,25.92,1.35
21165,6.530391854,11.73,22.62,3.82
21166,6.530700401,10.92,16.61,6.55
21167,6.531008948,13.13,13.88,4.4
21168,6.531317495,17.04,4.05,1.64
21169,6.531626041,14.89,-7.93,3.36
21170,6.531934588,12.88,-14.83,4.2
21171,6.532243135,11.5,-17.33,1.55
21172,6.532551682,8.45,-17.13,0.17
21173,6.532860228,8.74,-15.84,0.34
21174,6.533168775,10.95,-10.43,0.55
21175,6.533477322,8.19,-11.15,0.0
21176,6.533785869,8.94,-8.19,-1.87
21177,6.534094415,11.35,0.75,-1.29
21178,6.534402962,6.9,-6.55,0.34
21179,6.534711509,12.13,0.83,-0.78
21180,6.535020056,13.59,2.04,1.64
21181,6.535328602,3.33,-27.96,4.4
21182,6.535637149,11.29,-10.06,0.26
21183,6.535945696,15.38,16.78,-0.6
21184,6.536254243,7.27,-8.51,4.14
21185,6.536562789,11.75,-17.82,2.67
21186,6.536871336,9.25,-8.77,-3.45
21187,6.537179883,5.37,-0.72,-4.05
21188,6.53748843,11.06,6.9,-1.75
21189,6.537796976,8.08,-0.06,-4.68
21190,6.538105523,6.75,11.01,-7.24
21191,6.53841407,9.2,21.18,-4.77
21192,6.538722616,8.16,8.82,-2.36
21193,6.539031163,7.87,16.87,-0.29
21194,6.53933971,6.01,23.34,0.69
21195,6.539648257,8.19,13.57,1.29
21196,6.539956803,11.81,14.8,5.06
21197,6.54026535,12.07,12.62,6.24
21198,6.540573897,14.51,4.8,3.68
21199,6.540882444,15.03,-2.62,3.62
21200,6.54119099,13.74,-9.25,5.0
21201,6.541499537,12.07,-9.63,3.79
21202,6.541808084,10.09,-13.97,0.32
21203,6.542116631,10.15,-13.57,-0.92
21204,6.542425177,9.46,-8.31,-0.11
21205,6.542733724,9.54,-9.92,-1.18
21206,6.543042271,8.82,-7.07,-2.64
21207,6.543350818,8.97,-4.8,-2.62
21208,6.543659364,10.15,-4.2,-1.15
21209,6.543967911,8.59,-1.15,-0.32
21210,6.544276458,12.47,1.01,0.46
21211,6.544585005,12.56,-1.58,4.02
21212,6.544893551,7.41,-12.99,3.59
21213,6.545202098,11.93,1.49,0.49
21214,6.545510645,12.42,10.46,3.39
21215,6.545819192,7.24,-30.61,4.28
21216,6.546127738,7.9,-28.02,-1.32
21217,6.546436285,9.66,7.53,-4.37
21218,6.546744832,9.23,-10.72,-3.42
21219,6.547053379,8.08,-11.06,-4.45
21220,6.547361925,9.31,20.78,-7.67
21221,6.547670472,6.81,18.57,-6.7
21222,6.547979019,5.81,13.62,-2.27
21223,6.548287566,10.86,25.23,0.09
21224,6.548596112,5.6,25.78,1.29
21225,6.548904659,5.35,21.76,2.07
21226,6.549213206,13.8,22.22,4.14
21227,6.549521753,10.89,17.36,6.67
21228,6.549830299,13.45,8.82,4.14
21229,6.550138846,18.25,1.67,1.93
21230,6.550447393,13.34,-9.43,3.99
21231,6.55075594,12.67,-17.96,3.82
21232,6.551064486,11.32,-16.44,1.47
21233,6.551373033,8.33,-15.95,0.14
21234,6.55168158,9.92,-15.69,0.0
21235,6.551990127,10.09,-9.02,0.52
21236,6.552298673,8.33,-9.25,-0.43
21237,6.55260722,9.48,-6.52,-1.98
21238,6.552915767,10.78,1.26,-0.86
21239,6.553224313,7.44,-6.58,0.23
21240,6.55353286,11.44,0.57,-0.95
21241,6.553841407,13.25,0.34,1.58
21242,6.554149954,4.28,-28.45,4.37
21243,6.5544585,12.04,-4.11,0.6
21244,6.554767047,15.86,14.83,0.03
21245,6.555075594,5.32,-21.41,4.31
21246,6.555384141,11.64,-10.58,2.41
21247,6.555692687,10.63,5.2,-3.42
21248,6.556001234,3.71,-8.39,-4.28
21249,6.556309781,11.87,4.45,-2.44
21250,6.556618328,9.17,9.23,-5.0
21251,6.556926874,5.0,11.52,-7.53
21252,6.557235421,9.89,19.54,-4.77
21253,6.557543968,8.19,11.87,-1.98
21254,6.557852515,6.61,18.94,-0.29
21255,6.558161061,7.04,22.1,0.89
21256,6.558469608,8.59,12.13,1.84
21257,6.558778155,11.47,15.89,5.26
21258,6.559086702,12.53,10.95,6.38
21259,6.559395248,15.17,0.03,3.74
21260,6.559703795,15.43,-2.85,3.82
21261,6.560012342,12.9,-10.32,5.2
21262,6.560320889,11.55,-13.42,3.33
21263,6.560629435,10.4,-12.24,0.0
21264,6.560937982,9.57,-12.39,-0.89
21265,6.561246529,9.74,-8.36,-0.46
21266,6.561555076,9.97,-7.64,-1.41
21267,6.561863622,8.22,-7.01,-2.76
21268,6.562172169,9.6,-3.13,-2.85
21269,6.562480716,10.17,-3.82,-0.8
21270,6.562789263,8.25,-1.84,-0.23
21271,6.563097809,12.88,2.64,0.03
21272,6.563406356,12.13,-3.79,4.08
21273,6.563714903,8.31,-11.67,3.82
21274,6.56402345,10.98,-0.03,1.01
21275,6.564331996,10.32,2.93,4.02
21276,6.564640543,9.37,-25.64,3.94
21277,6.56494909,8.36,-24.72,-1.75
21278,6.565257637,8.94,4.74,-4.02
21279,6.565566183,10.35,-6.12,-3.79
21280,6.56587473,6.73,-10.4,-5.83
21281,6.566183277,8.39,22.27,-7.99
21282,6.566491824,8.13,21.96,-5.89
21283,6.56680037,6.44,10.15,-2.21
21284,6.567108917,9.74,28.11,-0.17
21285,6.567417464,5.14,28.45,1.49
21286,6.56772601,6.58,16.96,2.85
21287,6.568034557,13.25,23.88,4.86
21288,6.568343104,11.15,18.57,6.18
21289,6.568651651,14.6,3.45,4.14
21290,6.568960197,17.73,-0.78,2.59
21291,6.569268744,13.82,-9.23,3.76
21292,6.569577291,11.78,-19.34,3.79
21293,6.569885838,10.23,-17.82,1.15
21294,6.570194384,9.34,-14.51,-0.2
21295,6.570502931,9.14,-14.94,0.34
21296,6.570811478,10.2,-8.62,0.0
21297,6.571120025,9.34,-6.29,-0.8
21298,6.571428571,8.39,-7.21,-1.61
21299,6.571737118,10.86,1.06,-0.83
21300,6.572045665,7.82,-4.83,0.2
21301,6.572354212,10.4,-2.62,-1.15
21302,6.572662758,13.34,1.03,1.49
21303,6.572971305,5.55,-25.38,4.48
21304,6.573279852,12.04,-4.66,1.03
21305,6.573588399,15.55,13.34,1.06
21306,6.573896945,6.21,-28.68,4.11
21307,6.574205492,10.49,-11.35,1.9
21308,6.574514039,9.77,13.51,-3.02
21309,6.574822586,5.58,-9.89,-4.66
21310,6.575131132,10.49,3.71,-3.08
21311,6.575439679,8.33,14.8,-5.66
21312,6.575748226,7.1,10.49,-7.96
21313,6.576056773,8.62,19.23,-4.05
21314,6.576365319,7.73,15.78,-2.04
21315,6.576673866,6.78,18.74,-0.55
21316,6.576982413,6.04,20.03,1.64
21317,6.57729096,10.61,13.82,2.44
21318,6.577599506,11.41,15.35,5.72
21319,6.577908053,11.93,6.64,5.98
21320,6.5782166,16.93,0.34,3.65
21321,6.578525147,13.91,-4.28,4.89
21322,6.578833693,12.59,-14.11,4.6
21323,6.57914224,12.5,-12.36,2.44
21324,6.579450787,9.11,-12.67,0.37
21325,6.579759334,10.61,-11.41,-1.06
21326,6.58006788,9.89,-6.12,-0.63
21327,6.580376427,8.56,-8.79,-1.64
21328,6.580684974,9.37,-3.85,-3.02
21329,6.580993521,9.46,-1.61,-2.27
21330,6.581302067,9.11,-7.24,-0.86
21331,6.581610614,9.37,0.32,-0.57
21332,6.581919161,12.99,3.45,0.32
21333,6.582227708,11.35,-7.87,3.94
21334,6.582536254,9.6,-6.78,3.85
21335,6.582844801,11.61,0.92,1.78
21336,6.583153348,8.28,-12.99,4.31
21337,6.583461894,9.23,-28.19,3.16
21338,6.583770441,10.23,-13.91,-1.78
21339,6.584078988,7.41,0.29,-3.42
21340,6.584387535,10.0,-8.33,-4.86
21341,6.584696081,9.05,-1.18,-6.84
21342,6.585004628,6.21,21.47,-7.39
21343,6.585313175,7.82,19.08,-5.69
21344,6.585621722,8.25,15.72,-2.16
21345,6.585930268,6.75,28.37,-0.06
21346,6.586238815,6.29,25.52,1.47
21347,6.586547362,8.62,18.11,3.76
21348,6.586855909,10.98,22.22,5.0
21349,6.587164455,12.67,16.96,5.58
21350,6.587473002,15.66,2.39,4.25
21351,6.587781549,16.78,-3.59,2.62
21352,6.588090096,13.77,-11.01,4.17
21353,6.588398642,10.84,-21.76,3.31
21354,6.588707189,10.78,-16.01,0.29
21355,6.589015736,9.23,-13.16,0.72
21356,6.589324283,9.25,-15.98,0.23
21357,6.589632829,11.29,-5.0,-0.75
21358,6.589941376,7.99,-7.21,-0.37
21359,6.590249923,8.79,-7.07,-1.61
21360,6.59055847,11.12,3.85,-0.75
21361,6.590867016,7.16,-7.47,-0.06
21362,6.591175563,11.06,-2.01,-1.49
21363,6.59148411,12.36,0.29,1.95
21364,6.591792657,7.41,-23.48,4.05
21365,6.592101203,11.47,-4.4,1.44
21366,6.59240975,11.9,0.55,2.1
21367,6.592718297,10.0,-27.94,3.59
21368,6.593026844,10.2,-6.9,1.35
21369,6.59333539,7.96,5.0,-3.08
21370,6.593643937,9.0,-6.52,-4.28
21371,6.593952484,7.07,7.85,-3.65
21372,6.594261031,8.36,13.48,-7.21
21373,6.594569577,10.0,13.28,-7.01
21374,6.594878124,5.32,16.21,-3.08
21375,6.595186671,9.11,17.99,-2.7
21376,6.595495218,7.01,21.53,-0.43
21377,6.595803764,4.57,14.6,2.1
21378,6.596112311,12.56,16.09,3.62
21379,6.596420858,10.2,14.66,5.75
21380,6.596729405,13.11,3.05,4.83
21381,6.597037951,17.73,1.47,4.83
21382,6.597346498,12.19,-8.19,5.09
21383,6.597655045,13.77,-13.65,3.59
21384,6.597963591,11.15,-12.42,2.59
21385,6.598272138,9.11,-14.17,-0.23
21386,6.598580685,11.98,-6.55,-0.89
21387,6.598889232,8.33,-8.82,-0.52
21388,6.599197778,9.74,-7.13,-2.62
21389,6.599506325,9.2,-0.95,-2.36
21390,6.599814872,8.05,-7.9,-1.9
21391,6.600123419,10.66,-1.98,-1.29
21392,6.600431965,8.77,1.35,-0.23
21393,6.600740512,12.62,-2.96,0.34
21394,6.601049059,12.5,-2.41,3.74
21395,6.601357606,9.23,-6.24,4.2
21396,6.601666152,11.73,-4.8,2.73
21397,6.601974699,8.31,-17.13,3.85
21398,6.602283246,9.23,-27.94,2.07
21399,6.602591793,10.15,-6.47,-0.95
21400,6.602900339,6.7,-2.24,-3.68
21401,6.603208886,10.4,-10.98,-6.24
21402,6.603517433,8.31,7.64,-6.7
21403,6.60382598,6.55,20.69,-7.44
21404,6.604134526,9.2,16.67,-5.32
21405,6.604443073,6.04,20.12,-1.64
21406,6.60475162,7.13,26.9,-0.43
21407,6.605060167,7.44,24.11,2.53
21408,6.605368713,7.36,19.46,4.17
21409,6.60567726,12.39,22.1,4.54
21410,6.605985807,12.79,13.77,6.15
21411,6.606294354,15.75,-0.4,3.76
21412,6.6066029,17.24,-2.1,3.08
21413,6.606911447,11.93,-14.83,4.6
21414,6.607219994,12.21,-22.36,1.87
21415,6.607528541,10.46,-12.13,1.06
21416,6.607837087,7.82,-16.81,0.89
21417,6.608145634,11.41,-11.81,-1.03
21418,6.608454181,9.54,-3.45,-0.23
21419,6.608762728,7.93,-11.75,-0.78
21420,6.609071274,11.18,-0.4,-1.72
21421,6.609379821,8.59,0.03,-0.34
21422,6.609688368,7.93,-8.82,-0.78
21423,6.609996915,11.73,3.94,-0.75
21424,6.610305461,9.94,-10.78,1.98
21425,6.610614008,10.72,-16.21,3.56
21426,6.610922555,12.5,2.24,2.79
21427,6.611231102,8.77,-20.29,2.24
21428,6.611539648,10.12,-20.87,2.73
21429,6.611848195,11.44,6.52,0.95
21430,6.612156742,7.33,-3.62,-2.62
21431,6.612465288,7.27,-2.59,-4.25
21432,6.612773835,9.46,11.29,-5.78
21433,6.613082382,8.22,10.52,-7.07
21434,6.613390929,7.19,16.07,-5.58
21435,6.613699475,8.97,16.93,-3.91
21436,6.614008022,6.84,16.7,-2.56
21437,6.614316569,5.46,20.15,-0.09
21438,6.614625116,9.57,16.5,2.96
21439,6.614933662,9.11,14.05,4.57
21440,6.615242209,10.75,12.67,4.25
21441,6.615550756,15.46,5.89,5.58
21442,6.615859303,15.06,-4.86,5.66
21443,6.616167849,15.15,-7.82,4.02
21444,6.616476396,11.52,-11.41,4.37
21445,6.616784943,9.94,-16.41,1.67
21446,6.61709349,12.85,-7.04,-0.49
21447,6.617402036,8.54,-9.28,0.23
21448,6.617710583,9.14,-11.12,-2.33
21449,6.61801913,10.84,0.29,-2.41
21450,6.618327677,6.58,-7.47,-1.55
21451,6.618636223,10.4,-5.6,-2.82
21452,6.61894477,10.0,1.55,-0.83
21453,6.619253317,8.19,-5.78,-0.37
21454,6.619561864,14.05,2.47,0.46
21455,6.61987041,11.38,-2.96,4.14
21456,6.620178957,8.79,-12.82,4.28
21457,6.620487504,10.61,-3.05,3.79
21458,6.620796051,10.15,-19.26,3.45
21459,6.621104597,9.89,-27.1,1.55
21460,6.621413144,8.16,-2.85,-0.86
21461,6.621721691,10.0,-2.53,-4.43
21462,6.622030238,7.62,-7.13,-6.29
21463,6.622338784,5.83,11.87,-7.59
21464,6.622647331,11.47,20.92,-7.62
21465,6.622955878,6.21,14.6,-3.91
21466,6.623264425,6.01,20.69,-2.18
21467,6.623572971,9.46,30.26,-0.23
21468,6.623881518,3.74,20.43,3.13
21469,6.624190065,10.66,17.85,4.2
21470,6.624498612,13.11,22.39,5.89
21471,6.624807158,10.58,8.97,5.03
21472,6.625115705,18.91,2.13,3.22
21473,6.625424252,15.2,-5.49,4.77
21474,6.625732799,11.52,-18.88,3.31
21475,6.626041345,13.02,-15.52,1.84
21476,6.626349892,8.08,-16.24,1.7
21477,6.626658439,10.63,-14.94,-0.4
21478,6.626966986,10.78,-7.73,0.03
21479,6.627275532,7.87,-9.28,-0.34
21480,6.627584079,10.63,-3.94,-1.64
21481,6.627892626,8.71,-2.24,-0.72
21482,6.628201172,8.51,-4.91,-0.95
21483,6.628509719,10.0,-1.15,-0.8
21484,6.628818266,9.34,-3.71,-0.37
21485,6.629126813,11.04,-9.23,1.01
21486,6.629435359,11.64,-8.31,4.08
21487,6.629743906,11.93,-7.1,3.65
21488,6.630052453,8.82,-20.12,1.81
21489,6.630361,9.02,-19.37,1.81
21490,6.630669546,13.36,3.91,1.7
21491,6.630978093,6.15,-0.55,-1.41
21492,6.63128664,6.35,-4.37,-6.29
21493,6.631595187,11.81,15.15,-6.44
21494,6.631903733,5.4,12.99,-5.43
21495,6.63221228,9.43,12.88,-6.15
21496,6.632520827,9.37,22.27,-4.11
21497,6.632829374,2.44,15.58,-2.56
21498,6.63313792,9.94,18.74,0.17
21499,6.633446467,8.54,19.37,4.28
21500,6.633755014,7.64,10.66,3.68
21501,6.634063561,14.31,13.42,4.63
21502,6.634372107,12.79,2.41,6.09
21503,6.634680654,17.04,-5.95,4.68
21504,6.634989201,14.46,-6.35,5.6
21505,6.635297748,9.14,-18.02,3.08
21506,6.635606294,13.71,-10.06,0.37
21507,6.635914841,9.02,-9.08,1.61
21508,6.636223388,9.37,-14.26,-1.64
21509,6.636531935,11.93,-0.37,-2.7
21510,6.636840481,6.44,-7.56,-1.09
21511,6.637149028,10.29,-5.23,-2.76
21512,6.637457575,9.92,2.87,-1.67
21513,6.637766122,7.16,-9.89,-0.83
21514,6.638074668,11.81,0.98,-0.95
21515,6.638383215,12.04,3.19,1.9
21516,6.638691762,12.73,-8.1,3.42
21517,6.639000309,9.63,-6.55,4.28
21518,6.639308855,7.36,-14.74,4.43
21519,6.639617402,12.27,-12.3,2.5
21520,6.639925949,8.39,-12.5,0.78
21521,6.640234496,8.68,-16.78,-1.06
21522,6.640543042,11.35,-1.01,-3.65
21523,6.640851589,5.43,0.92,-7.47
21524,6.641160136,8.36,8.68,-8.56
21525,6.641468683,9.02,22.42,-5.2
21526,6.641777229,6.58,13.97,-3.76
21527,6.642085776,8.62,24.43,-2.59
21528,6.642394323,4.74,30.35,0.2
21529,6.642702869,7.85,17.39,2.96
21530,6.643011416,10.84,22.39,5.75
21531,6.643319963,9.23,17.76,4.54
21532,6.64362851,15.92,8.28,3.85
21533,6.643937056,16.18,1.67,5.52
21534,6.644245603,14.63,-12.59,3.33
21535,6.64455415,14.11,-13.82,3.31
21536,6.644862697,8.68,-18.74,2.96
21537,6.645171243,11.21,-16.53,-0.43
21538,6.64547979,10.49,-8.74,0.78
21539,6.645788337,7.87,-14.77,-0.06
21540,6.646096884,11.64,-2.41,-2.1
21541,6.64640543,8.19,-3.1,-0.32
21542,6.646713977,8.48,-8.62,-1.09
21543,6.647022524,11.06,4.17,-1.18
21544,6.647331071,7.24,-8.31,-0.32
21545,6.647639617,10.61,-4.2,-0.55
21546,6.647948164,12.33,0.0,2.24
21547,6.648256711,10.75,-17.3,4.14
21548,6.648565258,11.32,-6.06,3.48
21549,6.648873804,8.28,-19.17,1.95
21550,6.649182351,10.78,-21.76,1.58
21551,6.649490898,11.06,12.42,1.61
21552,6.649799445,7.07,-2.64,-3.22
21553,6.650107991,8.45,-4.31,-6.12
21554,6.650416538,6.9,19.05,-5.52
21555,6.650725085,10.0,9.8,-7.33
21556,6.651033632,9.17,15.69,-5.32
21557,6.651342178,3.59,21.64,-3.08
21558,6.651650725,9.94,16.58,-2.93
21559,6.651959272,6.75,20.43,1.52
21560,6.652267819,6.06,14.66,3.56
21561,6.652576365,13.62,14.6,4.22
21562,6.652884912,9.46,9.57,5.35
21563,6.653193459,15.75,1.41,4.2
21564,6.653502006,17.1,-1.49,6.32
21565,6.653810552,10.15,-16.12,4.97
21566,6.654119099,15.23,-11.24,1.44
21567,6.654427646,9.37,-11.15,2.76
21568,6.654736193,9.25,-17.53,-0.2
21569,6.655044739,13.57,-0.06,-1.9
21570,6.655353286,5.43,-9.02,-0.8
21571,6.655661833,10.72,-7.04,-3.22
21572,6.65597038,10.26,5.63,-1.87
21573,6.656278926,5.35,-14.17,-1.38
21574,6.656587473,13.25,1.18,-2.16
21575,6.65689602,9.48,6.06,0.66
21576,6.657204566,9.86,-14.08,1.09
21577,6.657513113,15.23,4.57,3.33
21578,6.65782166,9.2,-5.89,6.24
21579,6.658130207,8.97,-24.54,3.62
21580,6.658438753,9.48,-11.93,1.26
21581,6.6587473,9.86,-18.16,1.38
21582,6.659055847,10.06,-10.66,0.14
21583,6.659364394,6.32,1.9,-5.75
21584,6.65967294,9.31,-1.67,-9.28
21585,6.659981487,7.64,12.47,-6.09
21586,6.660290034,7.93,17.7,-5.69
21587,6.660598581,10.17,17.73,-4.83
21588,6.660907127,2.53,26.7,-1.58
21589,6.661215674,8.1,24.08,0.0
21590,6.661524221,10.15,22.22,4.86
21591,6.661832768,5.32,19.57,5.43
21592,6.662141314,15.06,17.62,3.22
21593,6.662449861,14.26,9.6,6.09
21594,6.662758408,14.46,-5.0,4.2
21595,6.663066955,18.19,-5.35,3.45
21596,6.663375501,9.2,-19.0,4.34
21597,6.663684048,11.9,-21.64,-0.11
21598,6.663992595,11.58,-7.19,1.35
21599,6.664301142,6.67,-17.62,1.44
21600,6.664609688,12.65,-8.48,-2.53
21601,6.664918235,8.39,-1.67,-0.26
21602,6.665226782,7.96,-11.55,-0.46
21603,6.665535329,11.96,2.21,-1.44
21604,6.665843875,6.52,-4.8,-0.57
21605,6.666152422,9.69,-6.09,-1.32
21606,6.666460969,11.64,3.74,0.66
21607,6.666769516,10.43,-15.32,1.93
21608,6.667078062,12.33,-10.46,3.65
21609,6.667386609,8.85,-9.48,4.63
21610,6.667695156,10.72,-23.62,1.15
21611,6.668003703,10.69,-4.77,1.52
21612,6.668312249,8.82,-0.69,1.06
21613,6.668620796,10.55,-5.09,-3.19
21614,6.668929343,3.99,8.94,-5.58
21615,6.66923789,8.85,11.5,-7.79
21616,6.669546436,11.96,12.76,-6.01
21617,6.669854983,3.25,14.86,-4.02
21618,6.67016353,10.49,18.88,-4.89
21619,6.670472077,6.96,21.24,-1.49
21620,6.670780623,2.9,13.42,1.26
21621,6.67108917,13.91,18.57,3.85
21622,6.671397717,7.9,13.16,5.83
21623,6.671706264,11.87,4.8,3.19
21624,6.67201481,18.65,7.47,6.01
21625,6.672323357,10.98,-12.16,6.96
21626,6.672631904,16.27,-10.72,2.76
21627,6.67294045,11.58,-8.22,3.68
21628,6.673248997,7.64,-21.58,0.92
21629,6.673557544,15.2,-0.63,-1.18
21630,6.673866091,6.93,-7.53,0.29
21631,6.674174637,8.97,-12.99,-3.56
21632,6.674483184,12.07,7.41,-2.53
21633,6.674791731,4.34,-12.47,-0.8
